contig-100_0_0,K11891
contig-100_3_1153,
contig-100_3_1154,K09160
contig-100_3_1155,
contig-100_3_1156,K03611
contig-100_3_1157,K03314
contig-100_3_1158,K03603
contig-100_3_1159,
contig-100_3_1160,K00285
contig-100_3_1161,K01775
contig-100_3_1162,K11105
contig-100_3_1163,K01297
contig-100_3_1164,K08308
contig-100_3_1165,K01194
contig-100_3_1166,K03292
contig-100_3_1167,
contig-100_3_1168,K05349
contig-100_3_1169,
contig-100_3_1170,
contig-100_3_1171,
contig-100_3_1172,K07395
contig-100_3_1173,
contig-100_3_1174,
contig-100_3_1175,
contig-100_3_1176,
contig-100_3_1177,K06177
contig-100_3_1178,K21645
contig-100_3_1179,K01610
contig-100_3_1180,
contig-100_3_1181,K03098
contig-100_3_1182,K07127
contig-100_3_1183,K11929
contig-100_3_1184,K12941
contig-100_3_1185,
contig-100_3_1186,
contig-100_3_1187,
contig-100_3_1188,
contig-100_3_1189,K11183
contig-100_3_1190,K06609
contig-100_3_1191,
contig-100_3_1192,K03518
contig-100_3_1193,K07141
contig-100_3_1194,K22015
contig-100_3_1195,K22015
contig-100_3_1196,
contig-100_3_1197,K24206
contig-100_3_1198,
contig-100_3_1199,
contig-100_3_1200,
contig-100_3_1201,K12527
contig-100_3_1202,K07402
contig-100_3_1203,K00926
contig-100_3_1204,K01464
contig-100_3_1205,
contig-100_3_1206,K01751
contig-100_3_1207,
contig-100_3_1208,
contig-100_3_1209,K06942
contig-100_3_1210,K01056
contig-100_3_1211,
contig-100_3_1212,
contig-100_3_1213,K03321
contig-100_3_1214,K00948
contig-100_3_1215,K00919
contig-100_3_1216,K02494
contig-100_3_1217,K02492
contig-100_3_1218,K02835
contig-100_3_1219,K02493
contig-100_3_1220,
contig-100_3_1221,
contig-100_3_1222,K01627
contig-100_3_1223,K07300
contig-100_3_1224,K06197
contig-100_3_1225,K07232
contig-100_3_1226,
contig-100_3_1227,K06039
contig-100_3_1228,
contig-100_3_1229,K07684
contig-100_3_1230,K07673
contig-100_3_1231,K02575
contig-100_3_1232,K00370
contig-100_3_1233,K00371
contig-100_3_1234,K00373
contig-100_3_1235,K00374
contig-100_3_1236,
contig-100_3_1237,K01433
contig-100_3_1238,K09858
contig-100_3_1239,K07001
contig-100_3_1240,K02485
contig-100_3_1241,K00963
contig-100_3_1242,K03746
contig-100_3_1243,K00857
contig-100_3_1244,K04072
contig-100_4_1245,K00427
contig-100_4_1246,K14348
contig-100_4_1247,K00101
contig-100_4_1248,K03216
contig-100_4_1249,K00640
contig-100_4_1250,K00057
contig-100_4_1251,K03071
contig-100_4_1252,K03676
contig-100_4_1253,
contig-100_4_1254,K15633
contig-100_4_1255,K22719
contig-100_4_1256,K09798
contig-100_4_1257,K12984
contig-100_4_1258,K00060
contig-100_4_1259,K00639
contig-100_4_1260,K03274
contig-100_4_1261,K02843
contig-100_4_1262,K02841
contig-100_4_1263,K12981
contig-100_4_1264,
contig-100_4_1265,
contig-100_4_1266,
contig-100_4_1267,K02849
contig-100_4_1268,K02844
contig-100_4_1269,
contig-100_4_1270,K19354
contig-100_4_1271,K02527
contig-100_4_1272,K12984
contig-100_4_1273,K00954
contig-100_4_1274,K10563
contig-100_4_1275,K02913
contig-100_4_1276,K02902
contig-100_4_1277,K03630
contig-100_4_1278,K13038
contig-100_4_1279,K01520
contig-100_4_1280,K05501
contig-100_4_1281,K01053
contig-100_4_1282,K00762
contig-100_4_1283,K00989
contig-100_4_1284,
contig-100_4_1285,
contig-100_4_1286,
contig-100_4_1287,K01972
contig-100_4_1288,K00942
contig-100_4_1289,K03060
contig-100_4_1290,K01139
contig-100_4_1291,K00556
contig-100_4_1292,K03655
contig-100_4_1293,K02446
contig-100_4_1294,K00528
contig-100_4_1295,
contig-100_4_1296,
contig-100_4_1297,
contig-100_4_1298,K01803
contig-100_4_1299,
contig-100_4_1300,
contig-100_4_1301,
contig-100_4_1302,K23147
contig-100_4_1303,K03292
contig-100_4_1304,K01521
contig-100_4_1305,K23163
contig-100_4_1306,K09892
contig-100_4_1307,K02440
contig-100_4_1308,K00864
contig-100_4_1309,K03312
contig-100_4_1310,K16345
contig-100_4_1311,
contig-100_4_1312,K02750
contig-100_4_1313,K01222
contig-100_4_1314,
contig-100_4_1315,K01811
contig-100_4_1316,K03292
contig-100_4_1317,
contig-100_4_1318,
contig-100_4_1319,K06946
contig-100_4_1320,
contig-100_4_1321,
contig-100_4_1322,
contig-100_4_1323,
contig-100_4_1324,
contig-100_4_1325,
contig-100_4_1326,
contig-100_4_1327,K07350
contig-100_4_1328,K07349
contig-100_4_1329,K07348
contig-100_4_1330,K07347
contig-100_4_1331,K07346
contig-100_4_1332,K07351
contig-100_4_1333,K07345
contig-100_4_1334,K07358
contig-100_4_1335,K07483
contig-100_4_1336,K03319
contig-100_4_1337,
contig-100_4_1338,K07733
contig-100_4_1339,
contig-100_4_1340,
contig-100_4_1341,
contig-100_4_1342,
contig-100_4_1343,
contig-100_4_1344,K03630
contig-100_4_1345,
contig-100_4_1346,K18838
contig-100_4_1347,K18837
contig-100_4_1348,
contig-100_4_1349,
contig-100_4_1350,
contig-100_4_1351,
contig-100_4_1352,
contig-100_4_1353,
contig-100_4_1354,K13979
contig-100_4_1355,
contig-100_4_1356,
contig-100_4_1357,K01515
contig-100_4_1358,
contig-100_4_1359,K02073
contig-100_4_1360,K09958
contig-100_4_1361,K07006
contig-100_4_1362,
contig-100_4_1363,
contig-100_4_1364,
contig-100_4_1365,
contig-100_4_1366,
contig-100_4_1367,K03585
contig-100_4_1368,K18138
contig-100_4_1369,K18139
contig-100_4_1370,K07552
contig-100_4_1371,K07106
contig-100_4_1372,K11192
contig-100_4_1373,K19164
contig-100_4_1374,K19163
contig-100_4_1375,
contig-100_4_1376,
contig-100_4_1377,
contig-100_4_1378,
contig-100_4_1379,K02760
contig-100_4_1380,K02761
contig-100_4_1381,K02759
contig-100_4_1382,K02024
contig-100_4_1383,K11082
contig-100_4_1384,K11083
contig-100_4_1385,K11084
contig-100_4_1386,K11081
contig-100_4_1387,
contig-100_4_1388,K03430
contig-100_4_1389,K05306
contig-100_4_1390,K03445
contig-100_4_1391,
contig-100_4_1392,K07726
contig-100_4_1393,
contig-100_4_1394,K07784
contig-100_4_1395,K07783
contig-100_4_1396,K07675
contig-100_4_1397,K07686
contig-100_4_1398,K01653
contig-100_4_1399,K01652
contig-100_4_1400,
contig-100_4_1401,
contig-100_4_1402,
contig-100_4_1403,
contig-100_4_1404,K08154
contig-100_4_1405,K13636
contig-100_4_1406,K13629
contig-100_4_1407,K01753
contig-100_4_1408,K06871
contig-100_4_1409,
contig-100_4_1410,K00389
contig-100_4_1411,
contig-100_4_1412,K03307
contig-100_4_1413,
contig-100_4_1414,K01232
contig-100_4_1415,K02750
contig-100_4_1416,K03482
contig-100_4_1417,K07085
contig-100_4_1418,K04081
contig-100_4_1419,K04080
contig-100_4_1420,
contig-100_4_1421,
contig-100_4_1422,K08194
contig-100_4_1423,K01684
contig-100_4_1424,K01631
contig-100_4_1425,K00883
contig-100_4_1426,K19776
contig-100_4_1427,
contig-100_4_1428,
contig-100_4_1429,
contig-100_4_1430,K02470
contig-100_4_1431,K03629
contig-100_4_1432,K02338
contig-100_4_1433,K02313
contig-100_4_1434,K03536
contig-100_4_1435,K03217
contig-100_4_1436,K03650
contig-100_4_1437,
contig-100_4_1438,K01639
contig-100_4_1439,
contig-100_4_1440,K03290
contig-100_4_1441,K01788
contig-100_4_1442,K00885
contig-100_4_1443,
contig-100_4_1444,K08163
contig-100_4_1445,
contig-100_4_1446,
contig-100_4_1447,K19784
contig-100_4_1448,K06901
contig-100_4_1449,
contig-100_4_1450,
contig-100_4_1451,
contig-100_4_1452,K10124
contig-100_4_1453,K02039
contig-100_4_1454,K02036
contig-100_4_1455,K02038
contig-100_4_1456,K02037
contig-100_4_1457,K02040
contig-100_4_1458,K00820
contig-100_4_1459,K04042
contig-100_4_1460,K22994
contig-100_4_1461,K02114
contig-100_4_1462,K02112
contig-100_4_1463,K02115
contig-100_4_1464,K02111
contig-100_4_1465,K02113
contig-100_4_1466,K02109
contig-100_4_1467,K02110
contig-100_4_1468,K02108
contig-100_4_1469,K02116
contig-100_4_1470,K03501
contig-100_4_1471,K03495
contig-100_4_1472,K06205
contig-100_4_1473,K03718
contig-100_4_1474,K01914
contig-100_4_1475,
contig-100_4_1476,K03924
contig-100_4_1477,K03549
contig-100_4_1478,K06726
contig-100_4_1479,K10441
contig-100_4_1480,K10440
contig-100_4_1481,K10439
contig-100_4_1482,K00852
contig-100_4_1483,K02529
contig-100_4_1484,
contig-100_4_1485,
contig-100_5_1486,K04072
contig-100_5_1487,K00140
contig-100_5_1488,
contig-100_5_1489,
contig-100_5_1490,
contig-100_5_1491,K02558
contig-100_5_1492,K03841
contig-100_5_1493,
contig-100_5_1494,K23509
contig-100_5_1495,K23509
contig-100_5_1496,K10820
contig-100_5_1497,K23508
contig-100_5_1498,K01507
contig-100_5_1499,
contig-100_5_1500,K09800
contig-100_5_1501,K07278
contig-100_5_1502,K07304
contig-100_5_1503,
contig-100_5_1504,
contig-100_5_1505,K07109
contig-100_5_1506,K01082
contig-100_5_1507,K01119
contig-100_5_1508,
contig-100_5_1509,K19267
contig-100_5_1510,
contig-100_5_1511,
contig-100_5_1512,K07322
contig-100_5_1513,K11737
contig-100_5_1514,K03773
contig-100_5_1515,
contig-100_5_1516,K07269
contig-100_5_1517,
contig-100_5_1518,K02939
contig-100_5_1519,K02963
contig-100_5_1520,K02686
contig-100_5_1521,K02990
contig-100_5_1522,
contig-100_5_1523,
contig-100_5_1524,K03077
contig-100_5_1525,K03079
contig-100_5_1526,K03078
contig-100_5_1527,K02821
contig-100_5_1528,K02822
contig-100_5_1529,K03475
contig-100_5_1530,K03476
contig-100_5_1531,K03477
contig-100_5_1532,K06889
contig-100_5_1533,
contig-100_5_1534,
contig-100_5_1535,K09456
contig-100_5_1536,K09456
contig-100_5_1537,
contig-100_5_1538,K03218
contig-100_5_1539,K12573
contig-100_5_1540,K13771
contig-100_5_1541,K01939
contig-100_5_1542,K09937
contig-100_5_1543,K04087
contig-100_5_1544,K04088
contig-100_5_1545,K03665
contig-100_5_1546,K03666
contig-100_5_1547,K00791
contig-100_5_1548,K03572
contig-100_5_1549,K01448
contig-100_5_1550,K06925
contig-100_5_1551,K23997
contig-100_5_1552,K18979
contig-100_5_1553,K09996
contig-100_5_1554,K13288
contig-100_5_1555,K06949
contig-100_5_1556,K01613
contig-100_5_1557,K22051
contig-100_5_1558,K04568
contig-100_5_1559,K00244
contig-100_5_1560,K00245
contig-100_5_1561,K00246
contig-100_5_1562,K00247
contig-100_5_1563,K03098
contig-100_5_1564,K11741
contig-100_5_1565,K16348
contig-100_5_1566,K02356
contig-100_5_1567,K19810
contig-100_5_1568,
contig-100_5_1569,
contig-100_5_1570,
contig-100_5_1571,K07347
contig-100_5_1572,
contig-100_5_1573,
contig-100_5_1574,
contig-100_5_1575,K13408
contig-100_5_1576,K13409
contig-100_5_1577,
contig-100_5_1578,
contig-100_5_1579,K04077
contig-100_5_1580,K04078
contig-100_5_1581,K16263
contig-100_5_1582,K07113
contig-100_5_1583,K01744
contig-100_5_1584,K07791
contig-100_5_1585,K03926
contig-100_5_1586,K04084
contig-100_5_1587,
contig-100_5_1588,
contig-100_5_1589,K00355
contig-100_5_1590,
contig-100_5_1591,
contig-100_5_1592,
contig-100_5_1593,K05516
contig-100_5_1594,K18997
contig-100_5_1595,K07406
contig-100_5_1596,K23237
contig-100_5_1597,K03762
contig-100_5_1598,K06193
contig-100_5_1599,K04750
contig-100_5_1600,K02043
contig-100_5_1601,K06166
contig-100_5_1602,K06165
contig-100_5_1603,K06164
contig-100_5_1604,K06163
contig-100_5_1605,K05781
contig-100_5_1606,K05780
contig-100_5_1607,K06162
contig-100_5_1608,K05774
contig-100_5_1609,K06167
contig-100_5_1610,
contig-100_5_1611,
contig-100_5_1612,
contig-100_5_1613,
contig-100_5_1614,
contig-100_5_1615,K01808
contig-100_5_1616,K23238
contig-100_5_1617,K10549
contig-100_5_1618,K10551
contig-100_5_1619,K10550
contig-100_5_1620,K17195
contig-100_5_1621,K00881
contig-100_5_1622,K22015
contig-100_5_1623,K22015
contig-100_5_1624,K07126
contig-100_5_1625,K11102
contig-100_5_1626,K01895
contig-100_5_1627,
contig-100_5_1628,K14393
contig-100_5_1629,
contig-100_5_1630,
contig-100_5_1631,K07347
contig-100_5_1632,
contig-100_5_1633,
contig-100_5_1634,
contig-100_5_1635,K06518
contig-100_5_1636,
contig-100_5_1637,K24163
contig-100_5_1638,K06901
contig-100_5_1639,K00799
contig-100_5_1640,K13639
contig-100_5_1641,K13631
contig-100_5_1642,
contig-100_5_1643,
contig-100_5_1644,
contig-100_5_1645,K07277
contig-100_5_1646,
contig-100_5_1647,K19611
contig-100_5_1648,
contig-100_5_1649,K03111
contig-100_5_1650,K03701
contig-100_5_1651,
contig-100_5_1652,
contig-100_5_1653,
contig-100_5_1654,
contig-100_5_1655,K03788
contig-100_5_1656,K00832
contig-100_5_1657,
contig-100_5_1658,K01775
contig-100_5_1659,K02314
contig-100_5_1660,K00344
contig-100_5_1661,
contig-100_5_1662,K05539
contig-100_5_1663,
contig-100_5_1664,K09823
contig-100_5_1665,
contig-100_5_1666,K03327
contig-100_5_1667,K01356
contig-100_5_1668,K00901
contig-100_5_1669,K00631
contig-100_5_1670,K03179
contig-100_5_1671,K03181
contig-100_5_1672,K05775
contig-100_5_1673,K02024
contig-100_5_1674,K10111
contig-100_5_1675,K10108
contig-100_5_1676,K10109
contig-100_5_1677,K10110
contig-100_5_1678,K08138
contig-100_5_1679,K13256
contig-100_5_1680,
contig-100_5_1681,
contig-100_5_1682,
contig-100_5_1683,K09022
contig-100_5_1684,K22441
contig-100_5_1685,
contig-100_5_1686,K01810
contig-100_5_1687,K00928
contig-100_5_1688,
contig-100_5_1689,K07074
contig-100_5_1690,
contig-100_5_1691,K14414
contig-100_5_1692,K03453
contig-100_5_1693,
contig-100_5_1694,K06182
contig-100_5_1695,
contig-100_5_1696,K00068
contig-100_5_1697,K02812
contig-100_5_1698,K02813
contig-100_5_1699,K02814
contig-100_5_1700,K02815
contig-100_5_1701,K19956
contig-100_5_1702,K00014
contig-100_5_1703,K05995
contig-100_5_1704,K03324
contig-100_5_1705,K00548
contig-100_5_1706,K13641
contig-100_5_1707,
contig-100_5_1708,K00906
contig-100_5_1709,K01637
contig-100_5_1710,K01638
contig-100_5_1711,K00651
contig-100_5_1712,K03827
contig-100_6_1713,
contig-100_6_1714,
contig-100_6_1715,
contig-100_6_1716,
contig-100_6_1717,
contig-100_6_1718,
contig-100_6_1719,
contig-100_6_1720,
contig-100_6_1721,
contig-100_6_1722,
contig-100_6_1723,
contig-100_6_1724,
contig-100_6_1725,
contig-100_6_1726,
contig-100_6_1727,K06904
contig-100_6_1728,
contig-100_6_1729,
contig-100_6_1730,
contig-100_6_1731,K07451
contig-100_6_1732,
contig-100_6_1733,
contig-100_6_1734,
contig-100_6_1735,K07451
contig-100_6_1736,
contig-100_6_1737,
contig-100_6_1738,
contig-100_6_1739,
contig-100_6_1740,K08996
contig-100_6_1741,
contig-100_6_1742,
contig-100_6_1743,
contig-100_6_1744,
contig-100_6_1745,K02345
contig-100_6_1746,K00558
contig-100_6_1747,
contig-100_6_1748,
contig-100_6_1749,
contig-100_6_1750,
contig-100_6_1751,
contig-100_6_1752,
contig-100_6_1753,
contig-100_6_1754,
contig-100_6_1755,
contig-100_6_1756,
contig-100_6_1757,
contig-100_6_1758,
contig-100_6_1759,
contig-100_6_1760,
contig-100_6_1761,K10906
contig-100_6_1762,
contig-100_6_1763,
contig-100_6_1764,
contig-100_6_1765,K19228
contig-100_6_1766,K19229
contig-100_6_1767,K19230
contig-100_6_1768,K09975
contig-100_6_1769,K00208
contig-100_6_1770,
contig-100_6_1771,K01147
contig-100_6_1772,
contig-100_6_1773,
contig-100_6_1774,K04062
contig-100_6_1775,K03113
contig-100_6_1776,K01591
contig-100_6_1777,K19804
contig-100_6_1778,K08992
contig-100_6_1779,K01096
contig-100_6_1780,K01497
contig-100_6_1781,K01681
contig-100_6_1782,
contig-100_6_1783,K13634
contig-100_6_1784,K03168
contig-100_6_1785,
contig-100_6_1786,K04774
contig-100_6_1787,
contig-100_6_1788,K19221
contig-100_6_1789,
contig-100_6_1790,K05349
contig-100_6_1791,K03292
contig-100_6_1792,K06178
contig-100_6_1793,
contig-100_6_1794,K07053
contig-100_6_1795,K01657
contig-100_6_1796,K13497
contig-100_6_1797,K13498
contig-100_6_1798,K01696
contig-100_6_1799,K01695
contig-100_6_1800,
contig-100_6_1801,
contig-100_6_1802,
contig-100_6_1803,K07275
contig-100_6_1804,
contig-100_6_1805,K06190
contig-100_6_1806,
contig-100_6_1807,K19611
contig-100_6_1808,K10806
contig-100_6_1809,
contig-100_6_1810,K24204
contig-100_6_1811,K00065
contig-100_6_1812,K07038
contig-100_6_1813,K06956
contig-100_6_1814,K15722
contig-100_6_1815,K03781
contig-100_6_1816,K03478
contig-100_6_1817,K01222
contig-100_6_1818,K03490
contig-100_6_1819,K02759
contig-100_6_1820,K02761
contig-100_6_1821,K02760
contig-100_6_1822,K04064
contig-100_6_1823,K01916
contig-100_6_1824,K05984
contig-100_6_1825,
contig-100_6_1826,K03744
contig-100_6_1827,K06006
contig-100_6_1828,K05526
contig-100_6_1829,K01484
contig-100_6_1830,K06447
contig-100_6_1831,K00673
contig-100_6_1832,K00840
contig-100_6_1833,K01142
contig-100_6_1834,
contig-100_6_1835,
contig-100_6_1836,
contig-100_6_1837,K05777
contig-100_6_1838,K05778
contig-100_6_1839,K05779
contig-100_6_1840,K21028
contig-100_6_1841,
contig-100_6_1842,
contig-100_6_1843,K08320
contig-100_6_1844,K00262
contig-100_6_1845,K03169
contig-100_6_1846,K01008
contig-100_6_1847,K09474
contig-100_6_1848,
contig-100_6_1849,K04773
contig-100_6_1850,K01424
contig-100_6_1851,K08281
contig-100_6_1852,K08369
contig-100_6_1853,
contig-100_6_1854,K18471
contig-100_6_1855,
contig-100_6_1856,
contig-100_6_1857,K00008
contig-100_6_1858,K08369
contig-100_6_1859,
contig-100_6_1860,K01183
contig-100_6_1861,
contig-100_6_1862,K09916
contig-100_6_1863,K07305
contig-100_6_1864,K00134
contig-100_6_1865,K01792
contig-100_6_1866,
contig-100_6_1867,K07274
contig-100_6_1868,K07180
contig-100_6_1869,K09786
contig-100_6_1870,
contig-100_6_1871,
contig-100_6_1872,K19055
contig-100_6_1873,
contig-100_6_1874,
contig-100_6_1875,K03449
contig-100_6_1876,
contig-100_6_1877,
contig-100_6_1878,
contig-100_6_1879,K09712
contig-100_6_1880,K06905
contig-100_6_1881,K06907
contig-100_6_1882,K06908
contig-100_6_1883,
contig-100_6_1884,
contig-100_6_1885,K06906
contig-100_6_1886,
contig-100_6_1887,
contig-100_6_1888,
contig-100_6_1889,
contig-100_6_1890,
contig-100_6_1891,K06903
contig-100_6_1892,
contig-100_6_1893,
contig-100_6_1894,
contig-100_6_1895,
contig-100_6_1896,K01185
contig-100_6_1897,
contig-100_6_1898,
contig-100_6_1899,
contig-100_6_1900,
contig-100_6_1901,
contig-100_6_1902,
contig-100_6_1903,
contig-100_6_1904,
contig-100_6_1905,K07454
contig-100_6_1906,K00558
contig-100_6_1907,
contig-100_6_1908,
contig-100_6_1909,
contig-100_6_1910,
contig-100_6_1911,
contig-100_6_1912,
contig-100_6_1913,
contig-100_6_1914,
contig-100_6_1915,
contig-100_6_1916,
contig-100_6_1917,
contig-100_6_1918,
contig-100_6_1919,K13069
contig-100_6_1920,
contig-100_6_1921,
contig-100_6_1922,K11250
contig-100_6_1923,K12974
contig-100_6_1924,
contig-100_6_1925,K23514
contig-100_6_1926,K07165
contig-100_6_1927,K16091
contig-100_6_1928,K23181
contig-100_6_1929,K23184
contig-100_6_1930,K01424
contig-100_6_1931,
contig-100_6_1932,
contig-100_6_1933,
contig-100_6_1934,K00031
contig-100_6_1935,K06181
contig-100_6_1936,
contig-100_6_1937,K12152
contig-100_6_1938,K00566
contig-100_6_1939,K07153
contig-100_6_1940,K01756
contig-100_6_1941,
contig-100_6_1942,
contig-100_6_1943,K07660
contig-100_6_1944,K07637
contig-100_6_1945,K18850
contig-100_6_1946,K01258
contig-100_6_1947,K11072
contig-100_6_1948,K11071
contig-100_6_1949,K11070
contig-100_6_1950,K11069
contig-100_6_1951,
contig-100_7_1952,K03273
contig-100_7_1953,K02071
contig-100_7_1954,K02072
contig-100_7_1955,K02073
contig-100_7_1956,K06080
contig-100_7_1957,K22900
contig-100_7_1958,K01881
contig-100_7_1959,
contig-100_7_1960,
contig-100_7_1961,K06079
contig-100_7_1962,K15034
contig-100_7_1963,
contig-100_7_1964,
contig-100_7_1965,K19000
contig-100_7_1966,K04075
contig-100_7_1967,K08234
contig-100_7_1968,K01582
contig-100_7_1969,
contig-100_7_1970,K01962
contig-100_7_1971,K02337
contig-100_7_1972,K03470
contig-100_7_1973,K00748
contig-100_7_1974,K00677
contig-100_7_1975,K02372
contig-100_7_1976,K02536
contig-100_7_1977,K06142
contig-100_7_1978,K07277
contig-100_7_1979,K11749
contig-100_7_1980,K00981
contig-100_7_1981,K00806
contig-100_7_1982,K00099
contig-100_7_1983,K02838
contig-100_7_1984,K09903
contig-100_7_1985,K02357
contig-100_7_1986,K02967
contig-100_7_1987,K01265
contig-100_7_1988,K00990
contig-100_7_1989,K00674
contig-100_7_1990,
contig-100_7_1991,
contig-100_7_1992,K02647
contig-100_7_1993,K04771
contig-100_7_1994,K01129
contig-100_7_1995,K01243
contig-100_7_1996,K06858
contig-100_7_1997,
contig-100_7_1998,K15724
contig-100_7_1999,K03281
contig-100_7_2000,K01845
contig-100_7_2001,
contig-100_7_2002,K23228
contig-100_7_2003,K23227
contig-100_7_2004,K10829
contig-100_7_2005,K02014
contig-100_7_2006,K05365
contig-100_7_2007,K02465
contig-100_7_2008,K02451
contig-100_7_2009,K01200
contig-100_7_2010,K02452
contig-100_7_2011,K02453
contig-100_7_2012,K02454
contig-100_7_2013,K02455
contig-100_7_2014,K02456
contig-100_7_2015,K02457
contig-100_7_2016,K02458
contig-100_7_2017,K02459
contig-100_7_2018,K02460
contig-100_7_2019,K02461
contig-100_7_2020,K02462
contig-100_7_2021,K02463
contig-100_7_2022,K02464
contig-100_7_2023,K03579
contig-100_7_2024,K01975
contig-100_7_2025,K06206
contig-100_7_2026,K06204
contig-100_7_2027,K01894
contig-100_7_2028,K00970
contig-100_7_2029,K00950
contig-100_7_2030,K00606
contig-100_7_2031,K01918
contig-100_7_2032,K01579
contig-100_7_2033,
contig-100_7_2034,
contig-100_7_2035,K01992
contig-100_7_2036,K01990
contig-100_7_2037,K01673
contig-100_7_2038,K00760
contig-100_7_2039,K00117
contig-100_7_2040,
contig-100_7_2041,K14588
contig-100_7_2042,
contig-100_7_2043,
contig-100_7_2044,
contig-100_7_2045,K00797
contig-100_7_2046,K01611
contig-100_7_2047,K09910
contig-100_7_2048,K01682
contig-100_7_2049,
contig-100_7_2050,
contig-100_7_2051,
contig-100_7_2052,K00382
contig-100_7_2053,K00627
contig-100_7_2054,K00163
contig-100_7_2055,K05799
contig-100_7_2056,K11734
contig-100_7_2057,K03292
contig-100_7_2058,
contig-100_7_2059,K03807
contig-100_7_2060,K03806
contig-100_7_2061,K00767
contig-100_7_2062,K02682
contig-100_7_2063,K02504
contig-100_7_2064,K02505
contig-100_7_2065,K00364
contig-100_7_2066,K00859
contig-100_7_2067,K18778
contig-100_7_2068,K09862
contig-100_7_2069,K03574
contig-100_7_2070,K03070
contig-100_7_2071,K13301
contig-100_7_2072,K02535
contig-100_7_2073,K03531
contig-100_7_2074,K03590
contig-100_7_2075,K03589
contig-100_7_2076,K01921
contig-100_7_2077,K01924
contig-100_7_2078,K02563
contig-100_7_2079,K03588
contig-100_7_2080,K01925
contig-100_7_2081,K01000
contig-100_7_2082,K01929
contig-100_7_2083,K01928
contig-100_7_2084,K03587
contig-100_7_2085,K03586
contig-100_7_2086,K03438
contig-100_7_2087,K03925
contig-100_7_2088,K03435
contig-100_7_2089,K01653
contig-100_7_2090,K01652
contig-100_7_2091,K05798
contig-100_7_2092,
contig-100_7_2093,K01649
contig-100_7_2094,K00052
contig-100_7_2095,K01703
contig-100_7_2096,K01704
contig-100_7_2097,
contig-100_7_2098,
contig-100_7_2099,
contig-100_7_2100,K03785
contig-100_7_2101,
contig-100_7_2102,K08194
contig-100_7_2103,K03291
contig-100_7_2104,
contig-100_7_2105,K11925
contig-100_7_2106,K02064
contig-100_7_2107,K02063
contig-100_7_2108,K02062
contig-100_7_2109,
contig-100_7_2110,K02099
contig-100_7_2111,K00853
contig-100_7_2112,K01804
contig-100_7_2113,K03077
contig-100_7_2114,K02336
contig-100_7_2115,K03580
contig-100_7_2116,K06177
contig-100_7_2117,K05964
contig-100_7_2118,
contig-100_7_2119,K07700
contig-100_7_2120,K07702
contig-100_7_2121,K05801
contig-100_7_2122,K04744
contig-100_7_2123,K03771
contig-100_7_2124,K00097
contig-100_7_2125,K02528
contig-100_7_2126,K06195
contig-100_7_2127,K01525
contig-100_7_2128,K00287
contig-100_7_2129,K11745
contig-100_7_2130,K11746
contig-100_7_2131,
contig-100_7_2132,
contig-100_7_2133,K01955
contig-100_7_2134,K01956
contig-100_7_2135,K00215
contig-100_7_2136,K05966
contig-100_7_2137,K01643
contig-100_7_2138,K01644
contig-100_7_2139,K01646
contig-100_7_2140,K01910
contig-100_7_2141,
contig-100_8_2142,K00275
contig-100_8_2143,
contig-100_8_2144,K09001
contig-100_8_2145,K06077
contig-100_8_2146,
contig-100_8_2147,K06075
contig-100_8_2148,
contig-100_8_2149,
contig-100_8_2150,
contig-100_8_2151,K04565
contig-100_8_2152,
contig-100_8_2153,K06938
contig-100_8_2154,K16137
contig-100_8_2155,K10680
contig-100_8_2156,K01759
contig-100_8_2157,K03683
contig-100_8_2158,K07390
contig-100_8_2159,K19303
contig-100_8_2160,K04564
contig-100_8_2161,K19577
contig-100_8_2162,K03604
contig-100_8_2163,
contig-100_8_2164,
contig-100_8_2165,K00574
contig-100_8_2166,K00793
contig-100_8_2167,K03327
contig-100_8_2168,
contig-100_8_2169,
contig-100_8_2170,
contig-100_8_2171,K07217
contig-100_8_2172,K07217
contig-100_8_2173,K00425
contig-100_8_2174,K00426
contig-100_8_2175,K05343
contig-100_8_2176,
contig-100_8_2177,
contig-100_8_2178,
contig-100_8_2179,
contig-100_8_2180,
contig-100_8_2181,
contig-100_8_2182,K02810
contig-100_8_2183,K16077
contig-100_8_2184,
contig-100_8_2185,
contig-100_8_2186,
contig-100_8_2187,
contig-100_8_2188,
contig-100_8_2189,K01673
contig-100_8_2190,
contig-100_8_2191,
contig-100_8_2192,K01759
contig-100_8_2193,K19271
contig-100_8_2194,
contig-100_8_2195,K02072
contig-100_8_2196,K02073
contig-100_8_2197,K02071
contig-100_8_2198,K02035
contig-100_8_2199,K02033
contig-100_8_2200,K02034
contig-100_8_2201,K02031
contig-100_8_2202,
contig-100_8_2203,K05358
contig-100_8_2204,K09824
contig-100_8_2205,
contig-100_8_2206,
contig-100_8_2207,K05396
contig-100_8_2208,K05396
contig-100_8_2209,K05396
contig-100_8_2210,K09022
contig-100_8_2211,K18218
contig-100_8_2212,K01758
contig-100_8_2213,
contig-100_8_2214,K01575
contig-100_8_2215,K01652
contig-100_8_2216,K03366
contig-100_8_2217,K02010
contig-100_8_2218,K02011
contig-100_8_2219,K02012
contig-100_8_2220,
contig-100_8_2221,K02003
contig-100_8_2222,K02004
contig-100_8_2223,K02004
contig-100_8_2224,
contig-100_8_2225,K07230
contig-100_8_2226,K07243
